Year,bResult,gamelength,game_id,total_kills_b_team,total_kills_r_team,total_monsters_b,total_monsters_a,total_towers_b_team,total_towers_r_team,blue_gold,red_gold,Season_Encode
2016,0,30,8fa929a9-d36e-446d-81e7-304a8284c0e4,0.0,0.0,0.0,1.0,2.0,2.0,13224,14386,1
2015,0,41,baf6d5c3-1df0-4f25-9158-bbec078f03b0,0.0,0.0,0.0,0.0,0.0,0.0,11348,12579,1
2015,1,38,bc386dfe-1c66-44fb-96bf-5f8a1410b046,4.0,4.0,0.0,0.0,1.0,0.0,12901,12369,2
2016,0,48,5d91d6ab-e85d-4d1d-8fe7-ae05c7a1b0d7,2.0,2.0,0.0,0.0,0.0,0.0,12547,13369,1
2015,1,40,b1cc6cc8-a330-42b7-b27a-0996e4f8fa0b,10.0,10.0,0.0,0.0,0.0,0.0,12368,12949,1
2016,1,43,c579683c-b165-442a-866e-0c8c0d4c90ca,2.0,2.0,0.0,1.0,0.0,0.0,13099,12396,1
2016,0,35,a745e08a-46c1-4b1a-bd16-8fe95e01fdc4,10.0,10.0,0.0,1.0,2.0,2.0,14268,13755,1
2016,1,41,f0c600f3-596e-4395-97f1-a1cc077a02c9,8.0,8.0,0.0,0.0,1.0,1.0,14105,12982,1
2016,1,24,f0326326-6845-4e16-a0ef-6ce7b5e0b228,12.0,12.0,0.0,1.0,0.0,0.0,14391,12640,2
2016,1,48,5ca192a1-ff08-427b-9126-b8e186ebd424,2.0,2.0,0.0,0.0,2.0,2.0,13741,13182,2
2015,0,36,a975d01c-d277-46d6-98d4-3a0861abd231,2.0,2.0,0.0,0.0,0.0,0.0,12324,12666,1
2016,0,31,d7d74deb-f02a-43fa-8094-e27722fd440a,0.0,0.0,0.0,1.0,0.0,2.0,11329,14395,2
2016,1,46,e80c661a-d694-4620-8502-08a6cbc93185,6.0,6.0,0.0,0.0,0.0,1.0,12498,14072,2
2016,1,48,ad47100a-2c86-4acf-a995-5b6b47fd0d7b,0.0,0.0,0.0,0.0,0.0,1.0,12349,13577,2
2016,0,54,538231cb-b725-4794-b4dc-105c4dfab861,0.0,0.0,1.0,0.0,2.0,1.0,13464,13191,1
2015,0,34,7685068d-af3d-4636-bb89-726668cddeb7,2.0,2.0,1.0,0.0,0.0,0.0,11771,13088,1
2015,1,30,7e3d1f7f-ea0e-4c70-8473-cc98d5c6d3e5,2.0,2.0,0.0,0.0,0.0,0.0,12233,12368,1
2016,0,36,1c9be05b-3e8a-47be-b326-3592aec788a9,0.0,0.0,0.0,2.0,1.0,1.0,12242,14001,2
2016,1,33,e985ce99-14e1-4bd1-ab33-8025db5b495a,2.0,2.0,0.0,0.0,2.0,1.0,14174,12403,2
2016,0,51,c550f792-0c6e-4013-932c-d1d77d3c6495,2.0,2.0,0.0,0.0,0.0,0.0,12311,12978,2
2016,1,51,d7ec1bc7-425f-41ee-bebc-00e8d23b32be,4.0,4.0,0.0,0.0,0.0,0.0,13865,13764,2
2016,1,40,dd82f590-d9e6-4c72-a2f5-2df35b8206f6,8.0,8.0,0.0,0.0,0.0,0.0,14233,12980,1
2016,1,38,82215221-5bfd-4ea4-a4f5-abb3597723cc,4.0,4.0,1.0,0.0,0.0,0.0,13152,12892,1
2015,0,37,eb47b6ef-dd19-42a1-af00-cd2b96880976,0.0,0.0,0.0,0.0,0.0,0.0,11975,12225,1
2016,1,37,0756b294-1a94-494e-883a-5734277dbf19,2.0,2.0,0.0,0.0,2.0,1.0,12890,12924,2
2015,0,35,c54ad064-a737-40f9-a674-894cc100163d,4.0,4.0,0.0,0.0,0.0,0.0,12862,12372,2
2015,1,34,18032ea0-0cf1-4f3c-9541-4e8b5a7e849a,8.0,8.0,1.0,0.0,0.0,0.0,12452,11572,1
2015,1,33,506f95a6-dc35-4257-a6d3-5f705b1bd840,2.0,2.0,0.0,0.0,2.0,0.0,12118,11277,2
2016,1,44,1302128e-f1d3-4de6-a533-348f7c34c688,0.0,0.0,0.0,2.0,2.0,2.0,13909,13974,2
2015,1,28,57f9f174-d658-4b81-9deb-eebfe5cedb6a,8.0,8.0,0.0,0.0,0.0,0.0,12903,12025,2
2015,0,45,53244da0-6f4d-4a9f-9c6f-bb72c9fd8e67,2.0,2.0,1.0,0.0,1.0,0.0,12898,11267,2
2016,1,53,845cbabb-3014-4ecf-899e-03cab8456749,4.0,4.0,0.0,2.0,1.0,1.0,13057,14562,1
2015,0,46,204ae031-74a8-4c64-ba27-78370706212e,6.0,6.0,0.0,1.0,0.0,0.0,12066,12153,2
2016,0,35,ab6bd51a-aa53-4a8d-8dc6-f16b71f62c85,0.0,0.0,0.0,1.0,0.0,0.0,11875,13879,1
2016,0,30,384e7c92-d455-4be3-8210-9f20debb3cd8,0.0,0.0,1.0,1.0,1.0,3.0,12267,14580,2
2015,0,49,886c2510-950d-42c3-92af-04b52e7cb715,6.0,6.0,0.0,0.0,0.0,0.0,11869,11808,2
2015,1,36,eaed1389-811d-418b-8168-87ee7c33d2a8,4.0,4.0,1.0,0.0,1.0,1.0,12728,12301,2
2016,0,35,77db4a64-7a80-49e6-88c3-b93afea6fad7,0.0,0.0,0.0,0.0,0.0,0.0,13003,12723,1
2014,0,34,5712da1d-994f-4f27-bc94-1abd7239c8ef,4.0,4.0,0.0,1.0,1.0,1.0,11735,13920,1
2016,1,33,d61d9e42-45d3-4742-a293-8f9f8529447c,0.0,0.0,0.0,0.0,0.0,0.0,13175,13024,2
2016,1,33,d33af0f8-8ba6-4714-bed6-8f4761a06179,6.0,6.0,1.0,0.0,1.0,1.0,14595,13103,1
2016,1,36,73cccf51-b416-4830-82c1-7bb53fab2abb,6.0,6.0,0.0,0.0,2.0,1.0,14027,12480,1
2016,0,56,1c4f2aa1-9b26-4547-91e0-da4fdbc208f7,0.0,0.0,0.0,0.0,0.0,1.0,12784,14380,1
2015,1,33,52543ab6-7718-4b2f-b187-3c63ad7b6e40,0.0,0.0,0.0,1.0,0.0,0.0,12077,13735,2
2016,1,31,d316696f-9c5c-473b-934c-40797bebffa1,2.0,2.0,2.0,0.0,2.0,2.0,14455,13661,1
2015,0,39,306d3e0c-e218-4f2f-b3c8-4b7a9b11d151,2.0,2.0,0.0,0.0,0.0,0.0,11056,11631,2
2016,1,35,8091a84a-4a11-4e3b-a0b5-b277c9f9b45e,4.0,4.0,1.0,0.0,1.0,1.0,13543,12658,1
2015,0,34,16174f17-42bb-4311-8930-7282cd984e04,2.0,2.0,0.0,0.0,0.0,1.0,10995,12665,1
2016,1,42,3faec27b-cc84-4bb0-a0a8-e9e695ae5536,0.0,0.0,0.0,0.0,0.0,0.0,13046,13452,1
2016,1,40,59bf780a-6315-440a-8421-3e868e9d56cb,6.0,6.0,1.0,0.0,0.0,0.0,14358,13832,1
2016,1,26,f3e4036f-ee0c-4780-a3e8-920b518d7088,6.0,6.0,1.0,0.0,0.0,0.0,14002,12821,2
2016,0,43,b59da6b7-7f3d-4501-93b1-d8973a87db7a,4.0,4.0,0.0,0.0,1.0,1.0,12948,12853,1
2016,0,33,ddb93829-0e70-4d87-bb14-eb40e72ca9f3,2.0,2.0,0.0,0.0,0.0,0.0,13848,13715,1
2015,1,48,0efbc8d6-6837-4680-b349-3835f7b8e82e,2.0,2.0,0.0,0.0,0.0,0.0,12044,12686,1
2015,1,47,86650a4e-3276-4ecc-a4ac-206ea68b8b98,0.0,0.0,1.0,0.0,0.0,0.0,11492,11804,2
2016,0,34,c8aaa4b5-ec1c-4e89-b331-74d63d795fa1,0.0,0.0,0.0,1.0,2.0,2.0,13889,14434,2
2015,1,44,bbbce8fb-1d68-401d-9571-1b848e06b6f5,0.0,0.0,0.0,0.0,0.0,0.0,11943,12041,1
2014,1,34,b8b18556-aa67-4b86-b86f-34d489c2fbaa,6.0,6.0,1.0,0.0,0.0,0.0,11477,12553,1
2015,0,33,45d5ef14-219f-4cab-8f6e-9e1497d674a5,2.0,2.0,0.0,1.0,0.0,0.0,11397,11407,2
2016,0,31,eeb8fcac-8402-40af-b53f-78f29a9e03c2,4.0,4.0,0.0,0.0,2.0,2.0,12774,13977,1
2016,0,42,34970d1b-c1f7-4054-8bc6-b0e7cb47fe64,0.0,0.0,0.0,1.0,0.0,0.0,12951,13260,1
2016,1,41,2d2391c2-92e6-4267-89b7-abfc89ed6907,4.0,4.0,1.0,1.0,1.0,1.0,14080,13681,1
2016,1,24,c3158ddf-ef12-44c3-8190-14dddef0b4a7,4.0,4.0,0.0,0.0,0.0,1.0,12718,13260,2
2016,0,53,685522b1-1633-49cc-b942-7aed1441dc42,0.0,0.0,1.0,1.0,2.0,3.0,13131,14353,1
2014,1,43,1c1b674d-b282-43d6-90d1-83c82d0c85f7,10.0,10.0,1.0,0.0,1.0,0.0,13266,12418,1
2016,0,33,fda0b7ac-2c53-4f1e-a75d-462dd1c99774,0.0,0.0,0.0,1.0,0.0,0.0,13580,13608,1
2015,1,49,83c0ac50-1986-48aa-a802-aec3edbb8a24,0.0,0.0,1.0,0.0,1.0,1.0,12856,12609,1
2015,1,24,a53496c3-b1e2-4bb9-975f-43789f609535,6.0,6.0,0.0,0.0,4.0,1.0,14742,11093,2
2016,1,34,7a3568f9-ea26-4805-b292-6059e6c4127a,2.0,2.0,0.0,0.0,0.0,0.0,12996,13537,2
2015,1,41,eb559216-067e-4925-9bc3-4ed3f5cdef10,0.0,0.0,0.0,0.0,0.0,0.0,10899,11778,2
2016,0,44,99d54ba4-f7ac-4838-8371-ee2e54a12c7b,4.0,4.0,0.0,0.0,0.0,1.0,13375,12907,1
2016,1,38,090ec856-77fc-4822-92ba-6a3353677788,0.0,0.0,0.0,0.0,0.0,0.0,12522,13831,2
2015,0,41,f3edfc46-0243-4cb2-92d7-4d6ccc9a667e,6.0,6.0,0.0,0.0,0.0,0.0,11012,11316,2
2015,0,39,4f79edee-cbbf-4d32-b854-13c0949f87e3,0.0,0.0,0.0,1.0,0.0,1.0,11666,13678,1
2016,0,31,28019109-251c-4143-be65-e27e26e0c30f,0.0,0.0,0.0,1.0,0.0,0.0,12128,12299,2
2015,1,30,1b1f5fcb-9071-4dab-97cb-85bdc50ca220,6.0,6.0,0.0,0.0,0.0,1.0,11872,12008,1
2016,0,45,f18f1933-be65-41d9-a822-0991afc1be46,2.0,2.0,0.0,0.0,0.0,0.0,13419,12764,2
2015,1,34,3ce46020-4455-4918-b8ed-033b892b1061,4.0,4.0,0.0,0.0,0.0,0.0,12977,11739,2
2015,0,48,f023ff9f-fb64-4ca7-9b8e-c6be118d8299,4.0,4.0,0.0,0.0,0.0,0.0,13070,12180,1
2016,1,34,fae71ab7-2621-47a4-b2b8-738daa682c51,6.0,6.0,0.0,1.0,0.0,0.0,13263,13165,1
2016,1,21,87dbca14-18e2-4d6e-991c-37a9d28dc80a,4.0,4.0,2.0,0.0,3.0,4.0,15047,15366,2
2016,0,46,4363eed1-e8ef-4174-9fe6-ed5f69b2342c,6.0,6.0,1.0,0.0,1.0,1.0,12899,13036,2
2016,0,33,18c28fa3-9a5d-40fa-9d89-8e55335cbf78,0.0,0.0,0.0,1.0,0.0,1.0,12400,14855,1
2016,0,27,1efbd512-7bbb-41b4-80e9-6a2b7ab14b11,0.0,0.0,0.0,1.0,0.0,0.0,12861,13312,1
2016,1,35,42d0f3bb-ebc0-4a89-9d66-97d6c3843400,2.0,2.0,1.0,0.0,0.0,0.0,13430,11925,1
2016,1,37,a2d52ff4-b9c2-46c3-abaf-65c66b012c0b,0.0,0.0,0.0,0.0,1.0,0.0,13097,12807,1
2016,1,30,ae24971a-c097-4cb0-9b6d-73bc7f70c3e6,0.0,0.0,0.0,2.0,1.0,2.0,13640,13597,2
2015,1,37,edb66bb9-dd63-4789-b1b3-5ad90859037b,4.0,4.0,0.0,1.0,1.0,0.0,12612,11876,2
2016,1,37,db2ef815-65b7-422d-9fc6-26bc9925922e,0.0,0.0,0.0,1.0,0.0,0.0,13241,13059,2
2015,0,36,0362bd17-1457-4413-aa20-e49c3e216ed8,0.0,0.0,0.0,1.0,0.0,1.0,11480,12461,1
2016,0,39,a18eee9a-3210-4037-911f-c154db8cb11b,2.0,2.0,0.0,1.0,0.0,0.0,12936,12676,2
2015,1,48,5e849553-c22f-40b9-a3de-2f3aba130710,2.0,2.0,1.0,0.0,2.0,0.0,13611,11429,1
2015,1,47,3b41f939-fdfb-49c3-8dcf-99077ecf57aa,4.0,4.0,1.0,0.0,3.0,1.0,12637,12219,1
2016,1,36,aa15e198-9e5c-4397-972b-77db525cc796,6.0,6.0,0.0,0.0,1.0,0.0,14853,12400,2
2015,0,33,0bb61851-618c-4e8d-918f-398460f5458e,0.0,0.0,1.0,0.0,1.0,1.0,11075,13372,2
2016,1,34,814ef376-07bb-4939-9b1f-0ff6c153120d,0.0,0.0,0.0,1.0,1.0,1.0,13129,13428,1
2016,0,34,22249265-702d-405b-9b70-4656303b2861,8.0,8.0,1.0,0.0,3.0,2.0,14965,14643,2
2015,0,35,b7202ed8-da86-4d24-9e13-552f95260876,2.0,2.0,0.0,1.0,1.0,0.0,11939,12561,2
2015,0,49,10d1264a-e912-4057-8c29-216f8db4c5a8,2.0,2.0,0.0,0.0,0.0,1.0,12162,12990,2
2015,0,38,4eed386d-4d0c-4364-a6af-1b584af7bb99,4.0,4.0,0.0,0.0,1.0,1.0,12584,13916,1
2016,0,33,140c1d71-e7ef-4928-8f04-d35c669f2908,6.0,6.0,0.0,0.0,0.0,0.0,11964,13321,1
2016,1,34,14d9fc66-7c53-476a-8c2d-847ad8aaebc3,2.0,2.0,1.0,0.0,2.0,2.0,13437,13221,1
2015,1,41,b8f16e97-e063-4755-8ad6-17f83fc83e19,4.0,4.0,0.0,1.0,0.0,0.0,12952,12184,1
2016,1,35,7d9e9573-d3d1-4bd0-a897-90f2409684a7,2.0,2.0,0.0,1.0,0.0,0.0,13441,13295,1
2016,0,40,0b533dbf-e73d-4758-bbcc-73ada24adf1e,0.0,0.0,0.0,0.0,0.0,0.0,12698,12986,1
2015,1,34,008cb487-3fb0-416a-a22b-c8b2ff534c2a,6.0,6.0,0.0,0.0,1.0,0.0,12524,12023,1
2016,1,39,adbfa103-7fb0-499d-8a8c-511345608666,0.0,0.0,1.0,0.0,2.0,2.0,14240,13257,1
2015,1,36,e8a39cbb-d151-4ae6-bae6-61441242845d,0.0,0.0,1.0,0.0,2.0,2.0,12071,13093,1
2016,0,47,dcbc9b97-a5d7-475b-9980-7b4f02f1fab0,0.0,0.0,0.0,0.0,0.0,0.0,12852,13800,1
2016,0,34,26f5cf3c-ee48-4016-8782-34060d662560,4.0,4.0,0.0,0.0,0.0,0.0,13736,12852,1
2016,0,33,d18f45ee-26de-40dc-b808-d713d6f4e819,0.0,0.0,0.0,0.0,0.0,0.0,12600,13056,2
2016,1,29,568ed5c7-2db9-430b-be2d-bcb7a281b77d,4.0,4.0,0.0,0.0,2.0,1.0,13814,12996,1
2016,0,46,c94e2b92-83d0-4207-9b34-737dbbab3bde,2.0,2.0,0.0,1.0,1.0,2.0,13239,13366,2
2015,0,32,2384bef4-071b-46c9-a331-a01a3ee838ef,0.0,0.0,1.0,0.0,1.0,1.0,11122,13995,1
2014,0,38,b268e6ec-5945-47e0-ace0-0acbfd9f0e8a,0.0,0.0,0.0,0.0,0.0,0.0,10642,11363,1
2015,0,39,2181267e-f778-4455-a1b7-fccbfbdcb208,0.0,0.0,0.0,0.0,0.0,0.0,11980,12231,1
2015,1,35,6b352e40-3a71-4fd2-995e-d8dabedbd418,10.0,10.0,0.0,0.0,1.0,2.0,12201,12043,1
2015,0,35,4548fc52-37c0-44c7-9f58-3fe9ff4d9c74,4.0,4.0,0.0,0.0,0.0,0.0,12008,12826,1
2016,0,39,0bd396ea-01e7-435d-a2ca-471f6873d07d,4.0,4.0,0.0,0.0,0.0,0.0,13750,13921,1
2016,0,38,1d97f18a-3564-4b24-97be-9f194a366dfd,0.0,0.0,1.0,1.0,2.0,2.0,13131,14518,2
2015,1,37,342277bc-0a18-47a0-9886-490b8ce61d90,2.0,2.0,0.0,1.0,0.0,0.0,11808,12250,1
2016,0,33,d20f6652-80f0-469e-b0cb-198ef8e8637b,0.0,0.0,0.0,0.0,1.0,1.0,12948,13871,1
2016,0,29,380a517a-6087-4a35-9e1d-66c348f6de3f,4.0,4.0,0.0,1.0,1.0,2.0,13129,14316,2
2016,0,34,36b4d181-b649-4ad5-87f4-544c5d1fb5c1,0.0,0.0,1.0,0.0,2.0,2.0,13220,13812,1
2014,1,42,85e24a8a-628d-46cb-b08c-f777da3319ef,4.0,4.0,0.0,0.0,0.0,0.0,11831,11365,1
2015,1,43,67c04de5-f18f-4fce-b6bb-61c61f08659d,4.0,4.0,0.0,0.0,0.0,0.0,11667,11461,2
2016,0,24,d835d587-8728-4c49-a5d3-12700f172cff,0.0,0.0,0.0,1.0,0.0,1.0,12227,13682,2
2016,1,39,3d8c14c4-8f09-4d28-8be4-d39119da496d,2.0,2.0,0.0,1.0,1.0,0.0,13661,13055,1
2016,1,63,f5d23c9e-9ff6-431a-8f05-2f7d0b2f20cb,2.0,2.0,0.0,0.0,0.0,0.0,12942,12897,2
2016,0,40,f33cfdba-91c0-49c4-8556-d2fe201cad88,2.0,2.0,0.0,0.0,0.0,0.0,13406,13694,1
2016,1,32,e06ed5bc-5b54-4cf6-a776-1b5665eb3fec,8.0,8.0,0.0,1.0,0.0,0.0,13465,12781,1
2016,1,39,37255780-632c-478b-ba27-2c1c3360391a,0.0,0.0,0.0,1.0,1.0,2.0,12646,13508,1
2016,1,32,1ba6a610-77ed-47e0-b934-7a5a97dc23bd,0.0,0.0,0.0,0.0,1.0,1.0,13356,13139,1
2015,1,32,ff8ab1c3-2dca-4009-9956-b7e109ebe97a,6.0,6.0,0.0,0.0,0.0,0.0,12831,11884,2
2016,1,40,87239a0d-afb2-46d5-967b-beca3f279459,4.0,4.0,0.0,0.0,0.0,0.0,14272,13760,2
2016,0,32,faba460a-b5e9-47fa-894d-3526a8181261,6.0,6.0,0.0,0.0,0.0,0.0,13624,13548,1
2015,1,37,9ff033b6-fb91-4495-aef9-5a1092639768,2.0,2.0,1.0,0.0,1.0,0.0,11870,11885,2
2016,0,50,af030f51-d182-4208-8c42-71085bb694c3,0.0,0.0,0.0,0.0,0.0,0.0,12103,13712,2
2016,0,39,8332ac75-6aa4-426f-a393-581affcfba2c,0.0,0.0,1.0,0.0,0.0,0.0,11945,12899,2
2015,1,31,f6b990a5-c083-4099-b784-b8d58e159ca5,6.0,6.0,0.0,0.0,0.0,0.0,12839,12513,1
2016,0,30,049fad52-a9d9-4408-87cf-7df97b287551,0.0,0.0,0.0,1.0,2.0,2.0,13363,13810,2
2015,0,32,bebf0af3-2778-48b9-981f-067100e35887,2.0,2.0,0.0,1.0,0.0,1.0,11895,12267,1
2014,1,23,a5ae7168-bc9e-4269-a768-aec65be0883c,26.0,26.0,0.0,0.0,2.0,0.0,17115,10818,1
2015,0,43,6f906e15-8e80-4d54-a925-b7b89d88f0ee,0.0,0.0,0.0,0.0,0.0,0.0,12186,13535,1
2016,0,49,416b592e-6cda-4fa5-956e-d703940b9ec4,2.0,2.0,0.0,0.0,2.0,2.0,14006,13725,2
2015,1,38,1233328b-2d9d-4461-b8e2-fa7dc881c7cd,0.0,0.0,1.0,0.0,1.0,1.0,12302,12454,1
2016,0,45,e2d64604-9bd0-4688-8472-7c78ca5f3365,4.0,4.0,0.0,1.0,2.0,2.0,12231,13421,1
2015,0,33,da8de63e-9f7d-42af-aac6-f3895140a90d,2.0,2.0,0.0,0.0,0.0,0.0,12059,12544,1
2016,0,27,5d9bec1d-96cd-4b13-b551-3ea28c28e0f2,0.0,0.0,0.0,0.0,0.0,0.0,12924,14185,1
2016,0,35,9574a999-7162-424f-9dff-0ec56aa9629b,2.0,2.0,0.0,1.0,2.0,2.0,13816,14929,1
2015,1,23,1f9f140e-17cc-45f8-8fdc-737cd25f923e,22.0,22.0,0.0,0.0,1.0,0.0,17134,12675,1
2015,0,38,59b9b52d-868d-45ea-943e-d75db3b04229,4.0,4.0,0.0,1.0,0.0,0.0,11532,11359,2
2016,0,60,dcc6d18c-ff98-4cc9-9d4b-c5a821e749c6,0.0,0.0,1.0,2.0,2.0,2.0,13887,13515,1
2015,0,41,34fddf55-9845-45b1-a6b2-c1be4c02910e,2.0,2.0,0.0,0.0,1.0,0.0,11859,12379,1
2016,0,43,7d912ebd-5eb0-4274-a364-5fe1878c427c,2.0,2.0,0.0,0.0,1.0,1.0,13999,12529,2
2016,0,38,a6168d3a-7aae-4bde-8712-70b34884bb1f,2.0,2.0,0.0,0.0,1.0,1.0,13014,14664,1
2015,1,57,ee5ebe42-66df-493c-b01b-4f76c0ad7d83,6.0,6.0,1.0,0.0,0.0,0.0,11611,12086,2
2015,0,45,d4e5a4e6-dd92-402f-84c0-bf116af8ee26,4.0,4.0,0.0,0.0,1.0,0.0,11183,12419,1
2016,1,39,cd78ec8c-94d1-4b06-a493-5a248bb97bb7,2.0,2.0,0.0,1.0,0.0,0.0,12794,13712,1
2016,0,59,ed706459-41aa-47d8-88a9-bc5a54feebbc,6.0,6.0,0.0,0.0,1.0,0.0,13195,12001,2
2015,1,30,077bad19-9a5e-4af1-b725-2b90d6f3a7bb,4.0,4.0,0.0,0.0,0.0,0.0,12251,11906,2
2015,0,40,8ccde2c2-7572-48ac-9238-5f9d0700cc91,8.0,8.0,1.0,0.0,2.0,1.0,14555,12372,1
2016,1,36,a72ecfdf-ef2d-41b6-8b1b-f8a6b5f97776,4.0,4.0,0.0,0.0,2.0,2.0,14413,14927,2
2016,0,40,f4d1797f-a503-4d51-9c49-f5d1f9196ca8,2.0,2.0,1.0,1.0,2.0,2.0,13907,13632,2
2015,0,47,8d74e033-372b-4336-b297-96579407f681,6.0,6.0,0.0,1.0,0.0,0.0,12369,12150,2
2016,0,40,c1591e1e-3ed2-4f14-94e5-50913e378810,0.0,0.0,1.0,0.0,0.0,1.0,12785,14241,1
2015,1,56,2ac5fc32-3bb7-455e-8af2-e7b32cc74a44,4.0,4.0,0.0,0.0,0.0,0.0,11962,11574,2
2016,1,35,b1e7068d-04a8-454b-99aa-13585941063e,4.0,4.0,0.0,0.0,0.0,0.0,13431,13630,1
2016,1,35,fc020571-4a15-4dde-be0c-da7ef16d32f1,2.0,2.0,1.0,1.0,2.0,2.0,14685,12993,2
2016,1,29,b1abd2ec-f9a7-4f30-9b6b-e375ea1362db,2.0,2.0,2.0,0.0,3.0,3.0,14989,14310,1
2016,1,40,6f779871-052a-4084-9b14-4d38b602f3b5,2.0,2.0,1.0,0.0,4.0,4.0,16593,15178,2
2016,1,37,5815cf87-38bb-4617-aaa9-445537a73fe2,2.0,2.0,1.0,0.0,1.0,1.0,12694,12700,1
2015,1,41,727a1d84-e423-456d-a580-6d03f8786336,0.0,0.0,0.0,0.0,0.0,0.0,12156,11799,2
2016,1,35,f0ba44a2-ccec-4faf-9211-81ef77c7bb9a,6.0,6.0,0.0,0.0,0.0,0.0,12993,12945,2
2016,0,21,cff071df-464c-48c9-b2d3-f4408f8c660a,0.0,0.0,0.0,0.0,0.0,1.0,12315,15858,1
2015,0,34,3b91702b-047d-46c0-8d3b-5bc606a8038b,4.0,4.0,0.0,1.0,0.0,0.0,11530,12485,2
2015,1,30,78f5ab78-8da4-47b7-82ef-1a06490b2e5c,4.0,4.0,0.0,0.0,0.0,0.0,12348,11743,2
2016,1,53,e51c9632-315e-43c0-b17a-2bc076ffb889,0.0,0.0,0.0,0.0,1.0,1.0,13533,13113,2
2016,1,22,f9effdcd-22ca-4020-98de-42744d81399f,10.0,10.0,1.0,0.0,1.0,0.0,13092,11207,2
2015,1,42,cd8db476-235d-4eb4-9ca8-567b2580813a,0.0,0.0,0.0,0.0,0.0,0.0,11991,11923,1
2015,1,44,fb177fb4-cbd6-42d8-8290-57f7d0fe5eb1,4.0,4.0,0.0,0.0,0.0,0.0,13279,11591,1
2016,0,44,5553a325-9d0e-47b6-b377-012469127b5c,0.0,0.0,0.0,1.0,0.0,0.0,12699,14122,2
2016,1,32,5fcf50aa-6141-4054-8de7-880107c92ef6,2.0,2.0,0.0,0.0,0.0,0.0,13597,13029,1
2016,0,37,e2780896-0da5-4312-9ff8-178064457c48,0.0,0.0,1.0,0.0,2.0,2.0,13146,14058,1
2016,1,29,72559498-a70f-4fb6-b6ff-32d00bca9587,4.0,4.0,0.0,0.0,0.0,0.0,13813,12298,2
2016,1,32,f5fcc44d-c533-47ef-9ef7-aef01179c910,2.0,2.0,0.0,1.0,2.0,2.0,14026,13690,1
2015,0,33,96bfe8ed-9241-4587-a27e-2ccd1f0626bb,4.0,4.0,0.0,0.0,0.0,0.0,11776,13083,2
2016,0,30,58a38df1-4398-406f-ad63-9c3655544c04,4.0,4.0,0.0,1.0,0.0,0.0,13462,13865,2
2015,0,37,fdac7dad-336b-442b-a8a0-51a3d59950a6,0.0,0.0,0.0,0.0,0.0,0.0,11951,12704,1
2015,0,42,d42e274c-89e0-4b30-89c5-af453f8d0eff,2.0,2.0,0.0,0.0,0.0,0.0,11915,13039,1
2016,0,25,cf49d6e6-7ef3-4330-be05-cdd63f8ef55d,2.0,2.0,0.0,1.0,2.0,2.0,14065,14433,1
2016,0,36,df6e8d85-8962-4cc4-83a9-9ba78373bd4c,8.0,8.0,1.0,0.0,0.0,0.0,13698,13112,1
2015,0,43,49ae3baf-b028-4142-b52c-c6b8333db00f,4.0,4.0,0.0,0.0,0.0,0.0,12292,11903,1
2016,1,47,d623bd2a-fcb7-4833-a5dc-6b594b32a03a,0.0,0.0,0.0,0.0,0.0,0.0,11928,12098,2
2016,0,34,e7725b29-3ce2-4933-9632-a5d5cf17700c,4.0,4.0,0.0,0.0,0.0,0.0,12190,13089,1
2016,1,31,a6b010ca-e951-4d5b-ad4f-a3923e760a28,6.0,6.0,0.0,0.0,0.0,0.0,13277,12007,2
2016,0,51,a40b15b1-3ded-4623-a9e0-a3dd349829af,2.0,2.0,0.0,0.0,0.0,0.0,13491,13938,1
2015,1,26,8bb5241f-ba14-427c-bad0-4fc8518433f5,6.0,6.0,1.0,0.0,0.0,0.0,13496,12068,2
2016,1,29,bc430563-76af-465b-872b-0e9c0cbe4181,4.0,4.0,0.0,0.0,0.0,0.0,13901,12051,1
2015,0,36,77daa07b-362f-46c6-93c1-4ee92b56506c,0.0,0.0,0.0,1.0,0.0,0.0,11819,12386,2
2016,1,35,2aa3cb28-88a6-40b5-97cc-c0bc52ae866b,6.0,6.0,0.0,1.0,1.0,1.0,13266,13752,1
2016,0,40,f0e42e5e-9a9e-40bb-aae0-36ae626e089e,2.0,2.0,0.0,1.0,1.0,1.0,13369,13942,1
2016,1,38,d670e4b4-1817-40a4-9d81-5a4c85121838,12.0,12.0,0.0,1.0,0.0,0.0,14970,13145,1
2016,1,59,fe8df099-b247-48e4-a4bb-58a093f24547,8.0,8.0,0.0,0.0,0.0,0.0,14159,13160,1
2016,0,37,437a55f4-b9b2-4ba4-9fdc-66179889b452,2.0,2.0,0.0,0.0,0.0,0.0,13569,14448,2
2015,0,46,a8de3915-67a3-46cb-9075-0720a3c34aa7,2.0,2.0,1.0,0.0,0.0,0.0,12207,12351,1
2015,1,37,5f7a0de2-c954-411d-b5f0-e16250d6ea9d,4.0,4.0,0.0,1.0,0.0,0.0,12211,12478,2
2016,1,41,fcc5610d-79c9-45a6-99e7-90310ab5fa17,0.0,0.0,0.0,0.0,0.0,0.0,13324,13723,2
2016,1,44,b0f0bf92-b3c0-4c88-8813-a7eb4aa54834,0.0,0.0,0.0,0.0,0.0,0.0,12230,12827,2
2016,1,52,a886066d-d396-4c97-8105-14b9382d2db2,2.0,2.0,0.0,0.0,0.0,0.0,13012,13496,2
