date,wp,ws,df_logg_wp,df_logg_ws
2009-09-28 14:00:00,0.526,7.5,-0.6424540662444271,2.0149030205422647
2009-09-28 15:00:00,0.652,9.71,-0.4277107170554841,2.2731562823032334
2009-09-28 16:00:00,0.887,10.54,-0.11991029667255755,2.355177543113216
2009-09-28 17:00:00,0.877,10.01,-0.13124828660995402,2.303584593327129
2009-09-28 18:00:00,0.872,9.11,-0.13696585507315742,2.209372711271867
2009-09-28 19:00:00,0.862,8.28,-0.14850000831844395,2.1138429683971682
2009-09-28 20:00:00,0.8320000000000001,7.59,-0.18392283816092836,2.0268315914075385
2009-09-28 21:00:00,0.7120000000000001,7.19,-0.3396773675701612,1.9726911717329554
2009-09-28 22:00:00,0.35600000000000004,7.31,-1.0328245481301064,1.9892432737616872
2009-09-28 23:00:00,0.421,7.83,-0.8651224452997557,2.057962510002712
2009-09-29 00:00:00,0.907,8.39,-0.09761282886700041,2.127040520479115
2009-09-29 01:00:00,0.907,6.55,-0.09761282886700041,1.8794650496471605
2009-09-29 02:00:00,0.8170000000000001,6.35,-0.20211618412213408,1.8484548129046001
2009-09-29 03:00:00,0.672,6.35,-0.3974969384589874,1.8484548129046001
2009-09-29 04:00:00,0.642,6.61,-0.44316697529217586,1.888583653863595
2009-09-29 05:00:00,0.732,6.87,-0.3119747650208255,1.927164106234258
2009-09-29 06:00:00,0.747,6.81,-0.29169009384931976,1.918392120161421
2009-09-29 07:00:00,0.747,6.22,-0.29169009384931976,1.827769906751088
2009-09-29 08:00:00,0.787,5.46,-0.2395270305647338,1.6974487897568136
2009-09-29 09:00:00,0.737,4.99,-0.3051673867928005,1.6074359097634274
2009-09-29 10:00:00,0.5710000000000001,5.05,-0.5603660693261268,1.6193882432872684
2009-09-29 11:00:00,0.396,5.18,-0.9263410677276565,1.6448050562713916
2009-09-29 12:00:00,0.221,4.72,-1.5095925774643841,1.5518087995974639
2009-09-29 13:00:00,0.366,3.99,-1.0051219455807707,1.3837912309017721
2009-09-29 14:00:00,0.396,4.97,-0.9263410677276565,1.6034198401085373
2009-09-29 15:00:00,0.7070000000000001,7.03,-0.3467246130855642,1.9501867058225735
2009-09-29 16:00:00,0.802,8.55,-0.2206466711156225,2.145931282948669
2009-09-29 17:00:00,0.812,9.38,-0.20825493882045903,2.238579763018133
2009-09-29 18:00:00,0.777,9.57,-0.25231492861448956,2.258633205464863
2009-09-29 19:00:00,0.747,9.06,-0.29169009384931976,2.203869120054888
2009-09-29 20:00:00,0.792,8.17,-0.23319388716771114,2.1004689088719113
2009-09-29 21:00:00,0.802,7.37,-0.2206466711156225,1.9974177062012453
2009-09-29 22:00:00,0.777,7.05,-0.25231492861448956,1.9530276168241774
2009-09-29 23:00:00,0.722,7.1,-0.32573014008931084,1.9600947840472698
2009-09-30 00:00:00,0.657,7.27,-0.4200712604975265,1.9837562915454279
2009-09-30 01:00:00,0.657,6.94,-0.4200712604975265,1.937301774518713
2009-09-30 02:00:00,0.652,6.7,-0.4277107170554841,1.9021075263969205
2009-09-30 03:00:00,0.647,6.39,-0.43540898448123644,1.8547342683894434
2009-09-30 04:00:00,0.667,5.99,-0.4049652330665133,1.7900914121273581
2009-09-30 05:00:00,0.541,5.56,-0.6143360001356555,1.715598108262491
2009-09-30 06:00:00,0.481,5.09,-0.731888008876376,1.6272778305624314
2009-09-30 07:00:00,0.441,4.62,-0.818710403535291,1.5303947050936475
2009-09-30 08:00:00,0.456,4.13,-0.7852624694677509,1.4182774069729414
2009-09-30 09:00:00,0.35100000000000003,3.65,-1.0469690555162712,1.2947271675944
2009-09-30 10:00:00,0.306,3.26,-1.1841701770297564,1.1817271953786161
2009-09-30 11:00:00,0.21600000000000005,3.17,-1.5324768712979717,1.1537315878891892
2009-09-30 12:00:00,0.21600000000000005,3.67,-1.5324768712979717,1.3001916620664788
2009-09-30 13:00:00,0.21600000000000005,4.88,-1.5324768712979717,1.5851452198650557
2009-09-30 14:00:00,0.195,6.38,-1.6347557204183902,1.8531680973566984
2009-09-30 15:00:00,0.221,7.58,-1.5095925774643841,2.0255131996542803
2009-09-30 16:00:00,0.241,8.08,-1.422958345491482,2.089391872533004
2009-09-30 17:00:00,0.251,8.01,-1.3823023398503531,2.080690761080268
2009-09-30 18:00:00,0.271,7.64,-1.305636458102436,2.033397603178429
2009-09-30 19:00:00,0.261,7.19,-1.3432348716594436,1.9726911717329554
2009-09-30 20:00:00,0.266,6.67,-1.324258970200438,1.8976198599275322
2009-09-30 21:00:00,0.281,6.12,-1.2694006096483912,1.8115620965242347
2009-09-30 22:00:00,0.311,5.51,-1.1679623668029029,1.706564623164823
2009-09-30 23:00:00,0.261,4.89,-1.3432348716594436,1.5871923034867805
2009-10-01 00:00:00,0.1996,4.32,-1.6114399151047734,1.463255402256019
2009-10-01 01:00:00,0.033999999999999996,2.81,-3.3813947543659757,1.0331844833456545
2009-10-01 02:00:00,0.1232,2.45,-2.0939462278827174,0.8960880245566357
2009-10-01 03:00:00,0.012,2.2,-4.422848629194137,0.7884573603642703
2009-10-01 04:00:00,0.084,1.97,-2.4769384801388235,0.6780335427498971
2009-10-01 05:00:00,0.022,1.79,-3.816712825623821,0.5822156198526637
2009-10-01 06:00:00,0.031,1.72,-3.473768074496991,0.5423242908253617
2009-10-01 07:00:00,0.031,1.72,-3.473768074496991,0.5423242908253617
2009-10-01 08:00:00,0.0,1.76,-inf,0.5653138090500605
2009-10-01 09:00:00,0.0782,1.83,-2.5484856314308715,0.6043159668533296
2009-10-01 10:00:00,0.045,1.93,-3.101092789211817,0.6575200029167941
2009-10-01 11:00:00,0.13319999999999999,2.13,-2.0159035208758485,0.7561219797213337
2009-10-01 12:00:00,0.011,2.53,-4.509860006183766,0.9282193027394288
2009-10-01 13:00:00,0.23060000000000005,3.19,-1.4670706711471782,1.1600209167967532
2009-10-01 14:00:00,0.31179999999999997,3.97,-1.165393322358461,1.3787660946990992
2009-10-01 15:00:00,0.08320000000000001,4.64,-2.486507931154974,1.534714366238164
2009-10-01 16:00:00,0.5212000000000001,5.01,-0.6516214337314468,1.6114359150967734
2009-10-01 17:00:00,0.29479999999999995,5.08,-1.2214581186669557,1.6253112615903906
2009-10-01 18:00:00,0.32599999999999996,4.9,-1.1208578976154295,1.589235205116581
2009-10-01 19:00:00,0.2666,4.52,-1.3220058712375287,1.5085119938441398
2009-10-01 20:00:00,0.1642,4.03,-1.806670081963809,1.3937663759585917
2009-10-01 21:00:00,0.16720000000000002,3.48,-1.7885645783315358,1.247032293786383
2009-10-01 22:00:00,0.0782,2.83,-2.5484856314308715,1.0402767116551463
2009-10-01 23:00:00,0.13319999999999999,2.13,-2.0159035208758485,0.7561219797213337
2009-10-02 00:00:00,0.025,1.47,-3.6888794541139363,0.3852624007906449
2009-10-02 01:00:00,0.09419999999999999,1.2,-2.3623350973998196,0.1823215567939546
2009-10-02 02:00:00,0.0,1.23,-inf,0.20701416938432612
2009-10-02 03:00:00,0.027000000000000003,1.29,-3.6119184129778077,0.25464221837358075
2009-10-02 04:00:00,0.009999999999999998,1.4,-4.605170185988092,0.3364722366212129
2009-10-02 05:00:00,0.1264,1.6,-2.06830379726938,0.47000362924573563
2009-10-02 06:00:00,0.024,1.81,-3.7297014486341915,0.5933268452777344
2009-10-02 07:00:00,0.08120000000000001,1.92,-2.5108400318145048,0.6523251860396901
2009-10-02 08:00:00,0.038,1.94,-3.270169119255751,0.6626879730752367
2009-10-02 09:00:00,0.045,1.93,-3.101092789211817,0.6575200029167941
2009-10-02 10:00:00,0.036,1.98,-3.3242363405260273,0.6830968447064438
2009-10-02 11:00:00,0.032,2.28,-3.4420193761824103,0.8241754429663494
2009-10-02 12:00:00,0.11320000000000001,3.05,-2.178599113213054,1.1151415906193203
2009-10-02 13:00:00,0.20940000000000003,4.43,-1.5635089805457005,1.4883995840570443
2009-10-02 14:00:00,0.2728,6.04,-1.29901635301283,1.7984040119467235
2009-10-02 15:00:00,0.44220000000000004,7.37,-0.815993010558791,1.9974177062012453
2009-10-02 16:00:00,0.7837999999999999,8.02,-0.24360139321660604,2.081938421878423
2009-10-02 17:00:00,0.6808000000000001,8.15,-0.38448670172297256,2.0980179272527715
2009-10-02 18:00:00,0.7146000000000001,8.03,-0.33603233339282745,2.0831845279586703
2009-10-02 19:00:00,0.3186,7.92,-1.143818881506189,2.0693912058263346
2009-10-02 20:00:00,0.5484,7.79,-0.6007503312939777,2.052840859882657
2009-10-02 21:00:00,0.438,7.55,-0.8255363686056909,2.0215475632609334
2009-10-02 22:00:00,0.5364,7.1,-0.6228751275746136,1.9600947840472698
2009-10-02 23:00:00,0.40800000000000003,6.4,-0.8964881045779752,1.8562979903656263
2009-10-03 00:00:00,0.388,5.45,-0.9467499393588635,1.6956156086751528
2009-10-03 01:00:00,0.32599999999999996,4.9,-1.1208578976154295,1.589235205116581
2009-10-03 02:00:00,0.2496,4.09,-1.3878956424868645,1.4085449700547104
2009-10-03 03:00:00,0.3076,4.08,-1.1789550413506482,1.4060969884160703
2009-10-03 04:00:00,0.19940000000000002,3.96,-1.612442421454399,1.3762440252663892
2009-10-03 05:00:00,0.1264,3.49,-2.06830379726938,1.2499017362143359
2009-10-03 06:00:00,0.2062,2.97,-1.5789087073992776,1.0885619528146082
2009-10-03 07:00:00,0.08399999999999999,2.75,-2.4769384801388235,1.0116009116784799
2009-10-03 08:00:00,0.1212,2.77,-2.110313205346923,1.0188473201992472
2009-10-03 09:00:00,0.21139999999999998,2.91,-1.5540032055459998,1.0681530811834012
2009-10-03 10:00:00,0.0822,3.06,-2.4985999769200027,1.1184149159642893
2009-10-03 11:00:00,0.21580000000000005,3.26,-1.5334032261581025,1.1817271953786161
2009-10-03 12:00:00,0.28179999999999994,3.64,-1.2665576795175575,1.2919836816486494
2009-10-03 13:00:00,0.1964,4.26,-1.6276018830617716,1.449269160281279
2009-10-03 14:00:00,0.392,4.99,-0.9364934391916745,1.6074359097634274
2009-10-03 15:00:00,0.2746,5.65,-1.2924397856482663,1.7316555451583497
2009-10-03 16:00:00,0.2804,6.11,-1.271538123821702,1.809926773183504
2009-10-03 17:00:00,0.40800000000000003,6.4,-0.8964881045779752,1.8562979903656263
2009-10-03 18:00:00,0.392,6.46,-0.9364934391916745,1.8656293177945105
2009-10-03 19:00:00,0.24359999999999998,6.16,-1.4122277431463952,1.8180767775454285
2009-10-03 20:00:00,0.14920000000000003,5.55,-1.9024675912124764,1.713797927758343
2009-10-03 21:00:00,0.43420000000000003,4.77,-0.8342500215379455,1.5623463049002497
2009-10-03 22:00:00,0.1572,3.99,-1.8502363989870307,1.3837912309017721
2009-10-03 23:00:00,0.1382,3.34,-1.9790533676485675,1.205970806988609
2009-10-04 00:00:00,0.13040000000000002,2.94,-2.037148629489584,1.0784095813505903
2009-10-04 01:00:00,0.0602,2.98,-2.810082926667362,1.091923300517313
2009-10-04 02:00:00,0.09319999999999999,3.1,-2.3730075572905918,1.1314021114911006
2009-10-04 03:00:00,0.18639999999999998,3.22,-1.6798603767306464,1.169381359556317
2009-10-04 04:00:00,0.0952,3.21,-2.3517753371848173,1.1662709371419244
2009-10-04 05:00:00,0.072,3.09,-2.631089159966082,1.128171090909654
2009-10-04 06:00:00,0.2062,2.97,-1.5789087073992776,1.0885619528146082
2009-10-04 07:00:00,0.12040000000000002,2.93,-2.116935746107416,1.075002423028976
2009-10-04 08:00:00,0.2062,2.97,-1.5789087073992776,1.0885619528146082
2009-10-04 09:00:00,0.11320000000000001,3.05,-2.178599113213054,1.1151415906193203
2009-10-04 10:00:00,0.1182,3.13,-2.1353771740101393,1.1410330045520618
2009-10-04 11:00:00,0.09920000000000001,3.25,-2.31061726469131,1.1786549963416462
2009-10-04 12:00:00,0.2616,3.47,-1.3409386593990935,1.244154593958768
2009-10-04 13:00:00,0.052000000000000005,3.85,-2.9565115604007097,1.3480731482996928
2009-10-04 14:00:00,0.36100000000000004,4.33,-1.018877320649256,1.4655675420143985
2009-10-04 15:00:00,0.418,4.83,-0.8722738464573808,1.5748464676644813
2009-10-04 16:00:00,0.1392,5.28,-1.9718435310818179,1.6639260977181702
2009-10-04 17:00:00,0.43920000000000003,5.62,-0.822800388786816,1.7263316639055997
2009-10-04 18:00:00,0.5324000000000001,5.85,-0.6303601924611804,1.766441661243765
2009-10-04 19:00:00,0.26339999999999997,5.95,-1.3340814896729565,1.7833912195575383
2009-10-04 20:00:00,0.45099999999999996,5.87,-0.7962879394794588,1.7698546338400052
2009-10-04 21:00:00,0.40800000000000003,5.47,-0.8964881045779752,1.6992786164338898
2009-10-04 22:00:00,0.5554,4.62,-0.5880667041094378,1.5303947050936475
2009-10-04 23:00:00,0.28179999999999994,3.64,-1.2665576795175575,1.2919836816486494
2009-10-05 00:00:00,0.19139999999999996,2.96,-1.6533897999632834,1.085189268335969
2009-10-05 01:00:00,0.0602,2.98,-2.810082926667362,1.091923300517313
2009-10-05 02:00:00,0.23060000000000005,3.19,-1.4670706711471782,1.1600209167967532
2009-10-05 03:00:00,0.12840000000000001,3.53,-2.052604887726276,1.2612978709452054
2009-10-05 04:00:00,0.097,3.8,-2.333044300478754,1.33500106673234
2009-10-05 05:00:00,0.1572,3.99,-1.8502363989870307,1.3837912309017721
2009-10-05 06:00:00,0.3196,4.15,-1.1406850650900175,1.423108334242607
2009-10-05 07:00:00,0.18660000000000002,4.3,-1.6787879905688936,1.4586150226995167
2009-10-05 08:00:00,0.44939999999999997,4.39,-0.7998419192309083,1.47932922708708
2009-10-05 09:00:00,0.2036,4.38,-1.5915979943057694,1.4770487243883548
2009-10-05 10:00:00,0.2676,4.27,-1.3182619507280637,1.451613827240533
2009-10-05 11:00:00,0.1964,4.26,-1.6276018830617716,1.449269160281279
2009-10-05 12:00:00,0.22280000000000003,4.6,-1.501480770929008,1.5260563034950492
2009-10-05 13:00:00,0.3728,5.49,-0.9867131961707009,1.7029282555214393
2009-10-05 14:00:00,0.43899999999999995,6.68,-0.8232558659069659,1.8991179875485542
2009-10-05 15:00:00,0.395,7.68,-0.9288695140810151,2.038619547159581
2009-10-05 16:00:00,0.6808000000000001,8.15,-0.38448670172297256,2.0980179272527715
2009-10-05 17:00:00,0.5432,8.23,-0.6102777027376507,2.1077860146889784
2009-10-05 18:00:00,0.6598,8.21,-0.4158185201876559,2.105352923464337
2009-10-05 19:00:00,0.6584000000000001,8.27,-0.41794262961927686,2.1126345090356
2009-10-05 20:00:00,0.6016,8.17,-0.508162506346507,2.1004689088719113
2009-10-05 21:00:00,0.438,7.55,-0.8255363686056909,2.0215475632609334
2009-10-05 22:00:00,0.3438,6.22,-1.067695186033388,1.827769906751088
2009-10-05 23:00:00,0.5554,4.62,-0.5880667041094378,1.5303947050936475
2009-10-06 00:00:00,0.09620000000000001,3.32,-2.3413259213104762,1.199964782928397
2009-10-06 01:00:00,0.013000000000000001,2.38,-4.3428059215206005,0.8671004876833833
2009-10-06 02:00:00,0.06720000000000001,2.4,-2.700082031453033,0.8754687373538999
2009-10-06 03:00:00,0.037,2.65,-3.2968373663379125,0.9745596399981308
2009-10-06 04:00:00,0.18260000000000004,2.82,-1.7004573108212688,1.0367368849500223
2009-10-06 05:00:00,0.037,2.89,-3.2968373663379125,1.0612565021243408
2009-10-06 06:00:00,0.21139999999999998,2.91,-1.5540032055459998,1.0681530811834012
2009-10-06 07:00:00,0.05600000000000001,2.86,-2.8824035882469876,1.0508216248317612
2009-10-06 08:00:00,0.1212,2.77,-2.110313205346923,1.0188473201992472
2009-10-06 09:00:00,0.17240000000000003,2.63,-1.7579379207525443,0.9669838461896731
2009-10-06 10:00:00,0.1232,2.45,-2.0939462278827174,0.8960880245566357
2009-10-06 11:00:00,0.009,2.3,-4.710530701645918,0.8329091229351039
2009-10-06 12:00:00,0.016999999999999998,2.23,-4.0745419349259215,0.8020015854720274
2009-10-06 13:00:00,0.068,2.29,-2.6882475738060303,0.8285518175661483
2009-10-06 14:00:00,0.08399999999999999,2.5,-2.4769384801388235,0.9162907318741551
2009-10-06 15:00:00,0.1052,2.88,-2.2518919786785276,1.0577902941478545
2009-10-06 16:00:00,0.17040000000000002,3.37,-1.7696066645869215,1.2149127443642704
2009-10-06 17:00:00,0.13140000000000002,3.7,-2.029509172931627,1.308332819650179
2009-10-06 18:00:00,0.18660000000000002,3.57,-1.6787879905688936,1.2725655957915476
2009-10-06 19:00:00,0.037,2.89,-3.2968373663379125,1.0612565021243408
2009-10-06 20:00:00,0.068,2.29,-2.6882475738060303,0.8285518175661483
2009-10-06 21:00:00,0.08399999999999999,2.5,-2.4769384801388235,0.9162907318741551
2009-10-06 22:00:00,0.21580000000000005,3.26,-1.5334032261581025,1.1817271953786161
2009-10-06 23:00:00,0.17840000000000003,4.13,-1.723727058836228,1.4182774069729414
2009-10-07 00:00:00,0.29479999999999995,5.08,-1.2214581186669557,1.6253112615903906
2009-10-07 01:00:00,0.388,5.45,-0.9467499393588635,1.6956156086751528
2009-10-07 02:00:00,0.2954,5.97,-1.2194249088848577,1.7867469274045107
2009-10-07 03:00:00,0.2728,6.04,-1.29901635301283,1.7984040119467235
2009-10-07 04:00:00,0.31779999999999997,5.61,-1.1463330248795216,1.724550719534605
2009-10-07 05:00:00,0.4630000000000001,5.17,-0.7700282248959028,1.6428726885203377
2009-10-07 06:00:00,0.3228000000000001,5.21,-1.130722342586343,1.6505798557652755
2009-10-07 07:00:00,0.3828,5.83,-0.9602426194033379,1.763017000362401
2009-10-07 08:00:00,0.404,6.86,-0.9063404010209869,1.925707441737794
2009-10-07 09:00:00,0.5534000000000001,7.64,-0.5916742116293113,2.033397603178429
2009-10-07 10:00:00,0.5544,7.6,-0.5898688311064436,2.028148247292285
2009-10-07 11:00:00,0.26359999999999995,7.0,-1.3333224763537852,1.9459101490553132
2009-10-07 12:00:00,0.3722,6.44,-0.9883239347739867,1.8625285401162623
2009-10-07 13:00:00,0.47400000000000003,7.06,-0.7465479572870605,1.9544450515051506
2009-10-07 14:00:00,0.6788,9.16,-0.38742874562206586,2.214846178686039
2009-10-07 15:00:00,0.5624,11.4,-0.5755419384856819,2.4336133554004498
2009-10-07 16:00:00,0.667,12.56,-0.4049652330665133,2.5305171610400525
2009-10-07 17:00:00,0.679,12.68,-0.3871341514234409,2.5400259490090797
2009-10-07 18:00:00,0.657,12.2,-0.4200712604975265,2.501435951739211
2009-10-07 19:00:00,0.6195999999999999,11.49,-0.4786811704394236,2.4414770918606643
2009-10-07 20:00:00,0.7878000000000001,10.52,-0.23851102844533148,2.3532782073095637
2009-10-07 21:00:00,0.6966000000000001,9.13,-0.3615439210502361,2.211565694606877
2009-10-07 22:00:00,0.388,7.24,-0.9467499393588635,1.979621206397625
2009-10-07 23:00:00,0.2598,5.26,-1.347843174745638,1.6601310267496185
2009-10-08 00:00:00,0.2424,3.72,-1.4171660247869777,1.3137236682850553
2009-10-08 01:00:00,0.1776,3.04,-1.7282214484240672,1.1118575154181303
2009-10-08 02:00:00,0.21139999999999998,2.91,-1.5540032055459998,1.0681530811834012
2009-10-08 03:00:00,0.2998,3.0,-1.2046396933136396,1.0986122886681098
2009-10-08 04:00:00,0.1776,3.04,-1.7282214484240672,1.1118575154181303
2009-10-08 05:00:00,0.079,3.01,-2.5383074265151158,1.1019400787607843
2009-10-08 06:00:00,0.13040000000000002,2.94,-2.037148629489584,1.0784095813505903
2009-10-08 07:00:00,0.12040000000000002,2.93,-2.116935746107416,1.075002423028976
2009-10-08 08:00:00,0.0602,2.98,-2.810082926667362,1.091923300517313
2009-10-08 09:00:00,0.10600000000000001,2.95,-2.24431618487007,1.0818051703517284
2009-10-08 10:00:00,0.1034,2.71,-2.269150316907808,0.9969486348916096
2009-10-08 11:00:00,0.13740000000000002,2.48,-1.984858899193888,0.9082585601768908
2009-10-08 12:00:00,0.037,2.65,-3.2968373663379125,0.9745596399981308
2009-10-08 13:00:00,0.2616,3.47,-1.3409386593990935,1.244154593958768
2009-10-08 14:00:00,0.298,4.63,-1.2106617924767327,1.5325568680981427
2009-10-08 15:00:00,0.42800000000000005,5.66,-0.8486320834003401,1.7334238922150915
2009-10-08 16:00:00,0.3438,6.22,-1.067695186033388,1.827769906751088
2009-10-08 17:00:00,0.31379999999999997,6.38,-1.158999438683205,1.8531680973566984
2009-10-08 18:00:00,0.5134000000000001,6.27,-0.6667000105450969,1.8357763546448294
2009-10-08 19:00:00,0.3248000000000001,5.99,-1.124545670694614,1.7900914121273581
2009-10-08 20:00:00,0.26959999999999995,5.56,-1.3108158999439852,1.715598108262491
2009-10-08 21:00:00,0.371,4.95,-0.991553216374702,1.599387576580599
2009-10-08 22:00:00,0.2516,4.19,-1.3799147541558516,1.4327007339340465
2009-10-08 23:00:00,0.16160000000000002,3.44,-1.822631132895142,1.235471471385307
2009-10-09 00:00:00,0.088,2.92,-2.430418464503931,1.0715836162801904
2009-10-09 01:00:00,0.072,3.09,-2.631089159966082,1.128171090909654
2009-10-09 02:00:00,0.1704,3.38,-1.7696066645869217,1.2178757094949273
2009-10-09 03:00:00,0.1532,3.69,-1.876011021675646,1.3056264580524357
2009-10-09 04:00:00,0.13320000000000004,3.75,-2.015903520875848,1.3217558399823195
2009-10-09 05:00:00,0.2284,3.6,-1.4766568012002819,1.2809338454620642
2009-10-09 06:00:00,0.16440000000000002,3.31,-1.8054527963600573,1.1969481893889715
2009-10-09 07:00:00,0.2062,2.97,-1.5789087073992776,1.0885619528146082
2009-10-09 08:00:00,0.076,2.58,-2.577021938695806,0.9477893989335261
2009-10-09 09:00:00,0.0902,2.07,-2.405725851913559,0.7275486072772777
2009-10-09 10:00:00,0.009999999999999998,1.4,-4.605170185988092,0.3364722366212129
2009-10-09 11:00:00,0.001,0.66,-6.907755278982137,-0.4155154439616658
2009-10-09 12:00:00,0.0,0.04,-inf,-3.2188758248682006
2009-10-09 13:00:00,0.0,0.76,-inf,-0.2744368457017603
2009-10-09 14:00:00,0.1264,1.6,-2.06830379726938,0.47000362924573563
2009-10-09 15:00:00,0.011,2.53,-4.509860006183766,0.9282193027394288
2009-10-09 16:00:00,0.16160000000000002,3.44,-1.822631132895142,1.235471471385307
2009-10-09 17:00:00,0.24240000000000003,4.2,-1.4171660247869775,1.4350845252893227
2009-10-09 18:00:00,0.21880000000000002,4.65,-1.5195972084343108,1.536867219599265
2009-10-09 19:00:00,0.11399999999999999,4.72,-2.1715568305876416,1.5518087995974639
2009-10-09 20:00:00,0.4312,4.61,-0.8411832593873496,1.5282278570085572
2009-10-09 21:00:00,0.1062,4.55,-2.2424311701742985,1.5151272329628591
2009-10-09 22:00:00,0.11399999999999999,4.72,-2.1715568305876416,1.5518087995974639
2009-10-09 23:00:00,0.46699999999999997,5.07,-0.7614260213132398,1.623340817603092
2009-10-10 00:00:00,0.3728,5.49,-0.9867131961707009,1.7029282555214393
2009-10-10 01:00:00,0.38780000000000003,4.56,-0.9472655361735856,1.5173226235262947
2009-10-10 02:00:00,0.20939999999999998,4.91,-1.5635089805457008,1.5912739418064292
2009-10-10 03:00:00,0.32880000000000004,5.09,-1.1123056158001121,1.6272778305624314
2009-10-10 04:00:00,0.45119999999999993,5.0,-0.7958445787982881,1.6094379124341003
2009-10-10 05:00:00,0.26660000000000006,4.69,-1.3220058712375284,1.545432582458188
2009-10-10 06:00:00,0.2776,4.29,-1.2815740503494875,1.4562867329399256
2009-10-10 07:00:00,0.25139999999999996,3.94,-1.3807099828259901,1.3711807233098425
2009-10-10 08:00:00,0.23559999999999998,3.73,-1.4456198272047056,1.3164082336557241
2009-10-10 09:00:00,0.2616,3.47,-1.3409386593990935,1.244154593958768
2009-10-10 10:00:00,0.19139999999999996,2.96,-1.6533897999632834,1.085189268335969
2009-10-10 11:00:00,0.08399999999999999,2.5,-2.4769384801388235,0.9162907318741551
2009-10-10 12:00:00,0.031,2.56,-3.473768074496991,0.9400072584914712
2009-10-10 13:00:00,0.11939999999999999,3.36,-2.1252760780236355,1.2119409739751128
2009-10-10 14:00:00,0.41,4.47,-0.8915981192837836,1.4973884086254774
2009-10-10 15:00:00,0.1996,5.24,-1.6114399151047734,1.6563214983329508
2009-10-10 16:00:00,0.47240000000000004,5.25,-0.7499291946589297,1.6582280766035324
2009-10-10 17:00:00,0.335,4.88,-1.0936247471570706,1.5851452198650557
2009-10-10 18:00:00,0.22680000000000003,4.74,-1.48368670712854,1.556037135706985
2009-10-10 19:00:00,0.47240000000000004,5.25,-0.7499291946589297,1.6582280766035324
2009-10-10 20:00:00,0.417,5.92,-0.8746690571833357,1.7783364488959144
2009-10-10 21:00:00,0.4202,6.07,-0.867024490571237,1.803358605071407
2009-10-10 22:00:00,0.1416,5.29,-1.9547490977225177,1.665818245870208
2009-10-10 23:00:00,0.20259999999999997,4.17,-1.5965216871675543,1.4279160358107101
2009-10-11 00:00:00,0.2346,3.45,-1.449873342762762,1.2383742310432684
2009-10-11 01:00:00,0.1272,3.35,-2.0619946280761154,1.208960345836975
2009-10-11 02:00:00,0.357,4.34,-1.030019497202498,1.4678743481123135
2009-10-11 03:00:00,0.422,5.36,-0.8627499649461253,1.6789639750827108
2009-10-11 04:00:00,0.2704,5.79,-1.307852934813328,1.7561322915849038
2009-10-11 05:00:00,0.27140000000000003,5.69,-1.3041615315813682,1.7387102481382397
2009-10-11 06:00:00,0.5244,5.27,-0.6455005270925923,1.6620303625532709
2009-10-11 07:00:00,0.14240000000000003,4.68,-1.9491152800042615,1.5432981099295553
2009-10-11 08:00:00,0.1854,4.05,-1.6852396258503821,1.3987168811184478
2009-10-11 09:00:00,0.16140000000000002,3.51,-1.8238695231462885,1.2556160374777743
2009-10-11 10:00:00,0.1786,3.15,-1.7226066105397384,1.1474024528375417
2009-10-11 11:00:00,0.1182,3.13,-2.1353771740101393,1.1410330045520618
2009-10-11 12:00:00,0.23559999999999998,3.73,-1.4456198272047056,1.3164082336557241
2009-10-11 13:00:00,0.4630000000000001,5.17,-0.7700282248959028,1.6428726885203377
2009-10-11 14:00:00,0.6416000000000002,6.95,-0.44379022242983207,1.9387416595767009
2009-10-11 15:00:00,0.6584000000000001,8.27,-0.41794262961927686,2.1126345090356
2009-10-11 16:00:00,0.8300000000000001,8.58,-0.18632957819149337,2.149433913499871
2009-10-11 17:00:00,0.4050000000000001,8.19,-0.9038682118755977,2.102913897864978
2009-10-11 18:00:00,0.5534000000000001,7.64,-0.5916742116293113,2.033397603178429
2009-10-11 19:00:00,0.5876,7.36,-0.5317088346824148,1.9960599327407849
2009-10-11 20:00:00,0.42219999999999996,7.14,-0.8622761435679169,1.965712776351493
2009-10-11 21:00:00,0.43200000000000005,6.61,-0.8393296907380267,1.888583653863595
2009-10-11 22:00:00,0.5074,5.54,-0.6784556318169557,1.7119945007591924
2009-10-11 23:00:00,0.2776,4.29,-1.2815740503494875,1.4562867329399256
2009-10-12 00:00:00,0.2084,3.39,-1.5682959691029252,1.220829921392359
2009-10-12 01:00:00,0.18260000000000004,2.82,-1.7004573108212688,1.0367368849500223
2009-10-12 02:00:00,0.09319999999999999,3.1,-2.3730075572905918,1.1314021114911006
2009-10-12 03:00:00,0.2346,3.45,-1.449873342762762,1.2383742310432684
2009-10-12 04:00:00,0.28179999999999994,3.64,-1.2665576795175575,1.2919836816486494
2009-10-12 05:00:00,0.2284,3.6,-1.4766568012002819,1.2809338454620642
2009-10-12 06:00:00,0.1382,3.34,-1.9790533676485675,1.205970806988609
2009-10-12 07:00:00,0.054000000000000006,2.9,-2.9187712324178627,1.0647107369924282
2009-10-12 08:00:00,0.06020000000000001,2.46,-2.8100829266673615,0.9001613499442714
2009-10-12 09:00:00,0.06220000000000001,2.14,-2.777400279237003,0.7608058290337602
2009-10-12 10:00:00,0.0502,1.95,-2.9917402522844534,0.6678293725756554
2009-10-12 11:00:00,0.007000000000000001,1.82,-4.961845129926823,0.598836501088704
