,Unnamed: 0,target,text,length,words,hasTitle,hasContent,hasLang,hasCountry1,hasCountry2,hasCountry3,hasCountry4,num_countries
3538,3538,0.0,coronavirus that kill peopl economi,69,11,0,0,0,1,1,1,1,4
4033,4033,0.0,issu alert buy holi color china,66,12,0,0,0,1,1,1,1,4
2125,2125,0.0,china seek court approv kill 20000 peopl posit coronavirus,82,12,1,1,0,1,1,1,1,4
1238,1238,0.0,fals document govern nuevo leon mexico circul,71,11,0,0,0,1,1,1,1,4
1322,1322,0.0,german govern reopen airspac exclud arab countri procedur tunisia,115,17,0,1,1,0,0,0,0,0
5,5,0.0,ivermectin cure covid19,37,6,0,0,0,1,1,1,1,4
2044,2044,0.0,chess tournament held kalush ukrain quarantin,70,11,0,0,0,1,1,1,1,4
1733,1733,0.0,overcrowd train carri migrant mumbai west bengal flout lockdown norm india,98,14,0,0,0,1,1,1,1,4
1009,1009,0.0,posit covid19 patient recent met narendra modi,56,8,0,0,0,1,1,1,1,4
4211,4211,0.0,antibacteri mouthwash water effect substitut hand sanitis,99,14,0,0,0,1,1,1,1,4
2414,2414,0.0,put onion room help prevent covid19,57,10,0,0,0,1,1,1,1,4
25,25,0.0,remedi recip 1 boil tea bitter melon 2 lemon juic salt chines mesona,91,16,0,0,0,1,1,1,1,4
311,311,0.0,bori johnson refus 50000 ventil offer eu,60,9,1,1,0,1,1,1,1,4
2490,2490,0.0,govern get test detect covid19 compani genomica run sister opposit minist,149,26,0,0,0,1,1,1,1,4
1943,1943,0.0,claim coronavirus isnt new canin coronavirus vaccin 2001,90,15,0,0,0,1,1,1,1,4
639,639,0.0,russian govern unleash lion street impos public curfew,81,13,0,0,0,1,1,1,1,4
2746,2746,0.0,china scientist ms shih generat coronavirus,48,6,0,0,0,1,1,1,1,4
1521,1521,0.0,telangana state govern distribut ramadan gift pack lockdown,87,12,0,0,0,1,1,1,1,4
463,463,0.0,face mask exempt card allow cite ada wear mask,74,16,0,0,0,1,1,1,1,4
3603,3603,0.0,packag aliexpress sent china spread new coronavirus,74,12,0,0,0,1,1,1,1,4
2984,2984,0.0,trump stock compani cdc use covid19 test presid financ complex donald trump actual benefit cdcs test procedur new coronavirus fals,220,34,0,0,0,1,1,1,1,4
3089,3089,0.0,black cat vietnam kill consum covid19 cure,72,13,0,0,0,1,1,1,1,4
2674,2674,0.0,photo show row passeng wear face mask shield board plane share hundr time multipl post facebook alongsid claim taken indonesia coronavirus pandem,224,38,0,0,0,1,1,1,1,4
3458,3458,0.0,entir citi mumbai militari lockdown 10 day start saturday stock milk medicin avail,162,26,1,1,0,1,1,1,1,4
2338,2338,0.0,test result theft ban fals report chloroquin,65,9,0,0,0,1,1,1,1,4
1525,1525,0.0,govern india provid relief packag rs 50000 ration cardhold scheme rashtriya sikhshit berojgar yojna,140,21,0,0,0,1,1,1,1,4
2390,2390,0.0,helicopt argentin air forc spray disinfect coronavirus,88,12,0,0,0,1,1,1,1,4
2428,2428,0.0,sri lankan navi base colombo tradit ayurved medicin covid19 treatment result patient icu,140,23,0,0,0,1,1,1,1,4
1365,1365,0.0,mass vaccin covid19 seneg start yesterday 48 7 children receiv die spot,130,22,0,0,0,1,1,1,1,4
4176,4176,0.0,photo pakistani peopl hold banner text dont want kashmir hydroxychloroquin ask india help handl covid19,157,26,0,0,0,1,1,1,1,4
3037,3037,0.0,issu protocol lockdown extens provid relax period day,97,16,0,0,0,1,1,1,1,4
2774,2774,0.0,whatsapp audio alleg judg tarragona spain claim cop cant fine go street lockdown,141,25,0,0,0,1,1,1,1,4
2496,2496,0.0,video show zimbabwean polic assault religi peopl attend mass confin,108,16,0,0,0,1,1,1,1,4
717,717,0.0,live cercerda galicia spain die strang circumst,80,10,0,0,0,1,1,1,1,4
3040,3040,0.0,pandem fake excus bill gate depopul earth,70,13,0,0,0,1,1,1,1,4
570,570,0.0,stop take nsaid increas effect virus bodi caus spread covid19,106,20,0,0,0,1,1,1,1,4
4078,4078,0.0,african skin blood resist coronavirus,52,8,0,0,0,1,1,1,1,4
2553,2553,0.0,consum salt onion cure novel coronavirus,57,9,0,0,1,0,0,0,0,0
3569,3569,0.0,vegetarian safe covid19 claim alleg world health organ found vegetarian unaffect covid19 virus surviv anim fat fals,192,27,0,0,0,1,1,1,1,4
1903,1903,0.0,ministri home affair india direct peopl post relat coronavirus,99,16,0,0,0,1,1,1,1,4
2326,2326,0.0,ameera altaweel saudi princess philanthropist partner world health organ covid19 relief money social media,168,25,0,0,0,1,1,1,1,4
230,230,0.0,egypt health minist given china vaccin coronavirus,75,11,0,0,0,1,1,1,1,4
4124,4124,0.0,church ask imam mosqu islam prayer azan church covid19,104,19,0,0,0,1,1,1,1,4
1917,1917,0.0,author guatemalan ministri health said buy 200 respir talk shortag type medic equip,170,29,0,0,0,1,1,1,1,4
218,218,0.0,martial law immin unit state,42,7,0,0,0,1,1,1,1,4
4037,4037,0.0,drink mate help avoid infect new coronavirus,72,11,0,0,0,1,1,1,1,4
1243,1243,0.0,american ceo drew indian map compar popul indian state countri world highlight india indirect handl covid19 crisi countri,209,34,0,0,0,1,1,1,1,4
2073,2073,0.0,alberto fernández coronavirus mortal peopl 65 80,80,12,0,0,0,1,1,1,1,4
2058,2058,0.0,fake pictur alleg show coronavirus pass protect mask fabric,90,13,0,0,0,1,1,1,1,4
2474,2474,0.0,sarscov2 engin man edit vih1 virus,72,12,0,0,0,1,1,1,1,4
42,42,0.0,video doctor faint floor get infect coronavirus,80,13,0,0,0,1,1,1,1,4
1187,1187,0.0,dr charl lieber harvard professor arrest usa manufactur coronavirus sell china video news report wcvb tv station boston massachusett share facebook post,232,39,0,0,0,1,1,1,1,4
3623,3623,0.0,video indian activist tripti desai arrest polic sell bottl liquor lockdown,106,16,0,0,0,1,1,1,1,4
3147,3147,0.0,boil weed ginger covid19 victim virus vanish,70,12,0,0,0,1,1,1,1,4
2064,2064,0.0,uruguayan air forc announc spray disinfect helicopt erad new coronavirus,118,18,0,0,0,1,1,1,1,4
1288,1288,0.0,imag claim there lot fish strand peruvian coast infect corps covid19 dump sea ecuador,145,26,0,0,0,1,1,1,1,4
2922,2922,0.0,presid donald trump said peopl die die,76,12,0,0,0,1,1,1,1,4
2103,2103,0.0,claim cure new coronavirus drug decametoxin,95,18,0,1,1,0,0,0,0,0
715,715,0.0,imag show covid19 vaccin creat 2001,53,9,0,0,0,1,1,1,1,4
1310,1310,0.0,cov19 inscrib piec 5g equip old piec televis equip conspiraci theori 5g covid19 fals,170,27,0,0,0,1,1,1,1,4
565,565,0.0,video iraqi dictat saddam hussein share repeat facebook twitter instagram alongsid claim show state threaten spread novel coronavirus iraq meet 1990s,239,40,0,0,0,1,1,1,1,4
3136,3136,0.0,owner indian jewellri group joyalukka die covid19,72,12,0,1,0,1,1,1,1,4
3230,3230,0.0,headlin latest news big happen europ,66,11,0,0,0,1,1,1,1,4
3490,3490,0.0,uk polic forc photo illustr differ crime,77,13,1,1,0,1,1,1,1,4
3394,3394,0.0,sri lankan girl find cure coronavirus,48,9,0,0,0,1,1,1,1,4
1017,1017,0.0,media outlet dupe public say coronavirus kill man twice,77,12,0,0,0,1,1,1,1,4
908,908,0.0,whatsapp facebook twitter text present translat spanish editori washington post desmond brown state wild capit die human civil die,215,34,0,0,0,1,1,1,1,4
3367,3367,0.0,filipino eat bat soup wuhan,42,8,0,0,0,1,1,1,1,4
1233,1233,0.0,italian bid goodby world coronavirus,62,9,0,0,0,1,1,1,1,4
2911,2911,0.0,presid donald trump attend recit quran vers fight coronavirus,83,12,0,0,0,1,1,1,1,4
103,103,0.0,video view ten thousand time multipl post facebook twitter april 2020 alongsid claim show arrest indian activist trupti desai attempt buy alcohol governmentimpos lockdown trigger covid19 pandem,285,47,0,0,0,1,1,1,1,4
219,219,0.0,covid19 spare essenti worker,39,5,0,0,0,1,1,1,1,4
1704,1704,0.0,food drug administr fda author bodyspher twominut covid19 test kit,96,12,1,0,0,1,1,1,1,4
494,494,0.0,video show wuhan market,32,6,0,0,0,1,1,1,1,4
3981,3981,0.0,death brazil pneumonia regist covid19,58,9,0,0,0,1,1,1,1,4
541,541,0.0,drink water lemon prevent covid19,48,7,0,0,0,1,1,1,1,4
666,666,0.0,covid19 test sick peopl 10 20 day result dead peopl result given instant,125,23,0,0,0,1,1,1,1,4
1076,1076,0.0,vodka reduc risk coronavirus infect,52,8,0,0,0,1,1,1,1,4
2826,2826,0.0,mayor são paulo diagnos covid19 chloroquin drug ban municip govern,122,19,0,0,0,1,1,1,1,4
3831,3831,0.0,malaysia dismiss resid outsid home drone shoot firework,80,11,0,0,0,1,1,1,1,4
2953,2953,0.0,german chancellor angela merkel apolog german children quarantin,89,12,0,1,1,0,0,0,0,0
14,14,0.0,netflix give away free account coronavirus quarantin,64,8,0,0,0,1,1,1,1,4
3180,3180,0.0,pak pm imran khan wife test posit covid19,55,9,0,0,0,1,1,1,1,4
4221,4221,0.0,post share hundr time facebook claim didier raoult french specialist infecti diseas urg african bill gate vaccin coronavirus contain poison,212,33,0,0,0,1,1,1,1,4
1845,1845,0.0,new coronavirus die temperatur 2627 degre celsius,77,12,0,1,1,0,0,0,0,0
2679,2679,0.0,russia unleash 500 lion ensur peopl stay insid home amid coronavirus outbreak,113,18,1,1,0,1,1,1,1,4
3022,3022,0.0,photo show brothel europ peopl quarantin,73,12,0,0,0,1,1,1,1,4
1142,1142,0.0,homemad tito vodka hand sanit help stem coronavirus coronavirus spread 2020 fierc outbreak bad advic took hold onlin fals,168,26,0,0,0,1,1,1,1,4
4128,4128,0.0,whatsapp messag alleg chines doctor cnn say coffe prevent coronavirus,100,16,0,0,0,1,1,1,1,4
631,631,0.0,imag show covid19 rail tanker,39,7,0,0,0,1,1,1,1,4
3627,3627,0.0,photo show coffin coronavirus outbreak itali,56,8,0,0,0,1,1,1,1,4
3110,3110,0.0,said vegetarian affect covid19 covid19 need anim fat order surviv,120,20,0,0,0,1,1,1,1,4
2687,2687,0.0,video show bat infest tile roof sourc coronavirus hubei china,91,15,0,0,0,1,1,1,1,4
1234,1234,0.0,telugu actor collect huge money fan provid relief 2000 poor famili,105,18,1,1,0,1,1,1,1,4
751,751,0.0,claim neem leav cure novel coronavirus reliev symptom share thousand time multipl facebook post,144,24,0,0,0,1,1,1,1,4
3803,3803,0.0,putin press confer gave peopl choic 15 day isol 5 year prison,103,19,0,0,0,1,1,1,1,4
1822,1822,0.0,post claim switzerland ukrain czech republ turkey left coronavirus project,102,14,0,0,0,1,1,1,1,4
1986,1986,0.0,indian nurs jeddah saudi arabia detect novel coronavirus2019ncov,91,12,1,1,0,1,1,1,1,4
640,640,0.0,russia newborn name covid,38,7,0,0,0,1,1,1,1,4
405,405,0.0,recent petrol compani reduc rs 640 petrol diesel rs 680,78,13,0,0,0,1,1,1,1,4
2536,2536,0.0,warn second wave pandem catastroph,73,12,1,1,0,1,1,1,1,4
771,771,0.0,govern take opportun epidemi discreet develop 5g franc,88,14,0,0,0,1,1,1,1,4
1729,1729,0.0,advis consum bakeri product,51,7,0,0,0,1,1,1,1,4
809,809,0.0,near half missouri counti report posit covid19 case,82,11,0,0,0,1,1,1,1,4
2972,2972,0.0,bosnia herzegovina captur diamond princess cruiser quarantin test negat coronavirus return bih,156,23,0,0,0,1,1,1,1,4
2646,2646,0.0,video show armi truck carri medecin safeti equip sent feder govern state govern pará brazil,129,19,0,0,0,1,1,1,1,4
165,165,0.0,censorship use chloroquin treatment,67,11,0,0,0,1,1,1,1,4
1479,1479,0.0,map spread coronavirus come month,55,10,1,1,0,1,1,1,1,4
4140,4140,0.0,5 coronavirus suspect patient indonesia die,73,12,1,1,1,0,0,0,0,0
1336,1336,0.0,sanitis bottl insid park car trigger fire heat wave bhopal,81,14,0,0,0,1,1,1,1,4
3129,3129,0.0,offici document detail instruct school postlockdown period franc,97,14,0,0,0,1,1,1,1,4
293,293,0.0,georg soro peopl respons new coronavirus born laboratori,93,16,0,0,0,1,1,1,1,4
235,235,0.0,coronavirus die 2627 degre temperatur accord unicef,68,9,0,0,0,1,1,1,1,4
3008,3008,0.0,presid donald trump announc scientist final found vaccin cure coronavirus,101,15,0,0,0,1,1,1,1,4
3373,3373,0.0,claim saint corona patron saint epidem,74,12,0,0,0,1,1,1,1,4
4146,4146,0.0,offer free data coronavirus info,43,7,0,0,0,1,1,1,1,4
791,791,0.0,photo italian pm giusepp cont cri regret late lockdown,79,13,0,0,0,1,1,1,1,4
3429,3429,0.0,video alleg expos coronaviruss secret,48,5,0,0,0,1,1,1,1,4
3607,3607,0.0,develop miracl drug remedesivir covid19,60,8,0,0,0,1,1,1,1,4
4093,4093,0.0,coronavirus phase 4 involv war code,39,6,0,0,0,1,1,1,1,4
1309,1309,0.0,photo medicin given select peopl indian govern covid19 treatment elimin,154,27,0,0,0,1,1,1,1,4
2231,2231,0.0,messag claim govern know time thank applic googl instal phone,138,24,0,0,0,1,1,1,1,4
2905,2905,0.0,2 peopl infect covid19 clinic 2 imss monterrey nuevo león mexico,105,19,0,0,0,1,1,1,1,4
426,426,0.0,vladimir putin let lion loos street russia indoor amid covid19,92,16,0,0,0,1,1,1,1,4
2857,2857,0.0,coronavirus invent patent research pirbright institut 2018,89,13,0,0,0,1,1,1,1,4
121,121,0.0,elect year diseas sar 2004 avian flu 2008 swine flu 2010 mer 2012 ebola 2014 2018 zika 2016 coronavirus 2020,170,34,0,0,0,1,1,1,1,4
1654,1654,0.0,video show fight inspector popul social isol measur brazil,94,13,0,0,0,1,1,1,1,4
2796,2796,0.0,coronavirus creat patent american lab year pandem,91,15,0,0,0,1,1,1,1,4
923,923,0.0,health bulletin accur coronavirus warn viral social media post erron advis public throat moist order avoid contract respiratori infect fals,218,31,0,0,0,1,1,1,1,4
2378,2378,0.0,educ ministri announc student pass actual cours make exam coronavirus,117,16,0,0,0,1,1,1,1,4
3432,3432,0.0,ph valu covid19 55 85 alkalin food ph higher 85 kill virus lemon garlic pineappl,163,33,0,0,0,1,1,1,1,4
493,493,0.0,number peopl infect covid19 rose tokyo longer need refrain test postpon olymp,155,26,0,0,0,1,1,1,1,4
1197,1197,0.0,coffe prevent coronavirus,29,3,0,0,0,1,1,1,1,4
3164,3164,0.0,italian threw away currenc street covid19 death,74,12,0,0,0,1,1,1,1,4
1015,1015,0.0,bolivian govern minist arturo murillo said covid19 type cold,86,13,0,0,0,1,1,1,1,4
3386,3386,0.0,dr anthoni fauci said soon covid19 vaccin manufactur deliv healthcar profession immedi human inject proper studi later,187,29,0,0,0,1,1,1,1,4
4135,4135,0.0,muslim women caught shop lockdown,47,7,1,1,0,1,1,1,1,4
2354,2354,0.0,hospit prove epidem doesnt exist,67,11,0,0,0,1,1,1,1,4
3908,3908,0.0,consum alkalin food help rais ph level counteract covid19,81,12,0,0,0,1,1,1,1,4
3979,3979,0.0,video view hundr thousand time multipl facebook post claim show italian doctor contract novel coronavirus caus diseas covid19 treat patient,217,33,0,0,0,1,1,1,1,4
281,281,0.0,viral video show men assault policeman share claim agripada mumbai indiaa,128,22,0,0,0,1,1,1,1,4
1812,1812,0.0,switzerland turkey czech republ ukrain leav coronavirus project lithuania continu quarantin week,139,18,0,0,0,1,1,1,1,4
1930,1930,0.0,georgian blood uniqu prove use fight covid19 accord articl doctor dick longbal virolog research center citi hartford state connecticut involv develop vaccin covid19 discov georgian blood contain special particl,322,49,0,0,0,1,1,1,1,4
3138,3138,0.0,implement enhanc communiti quarantin ecq area nationwid extend 25,117,17,0,0,0,1,1,1,1,4
485,485,0.0,post share thousand time facebook claim provid emerg food stamp hotlin,94,15,0,0,0,1,1,1,1,4
1128,1128,0.0,women shaheen bagh delhi india caught redhand carri prostitut oper lockdown,115,17,0,0,0,1,1,1,1,4
2127,2127,0.0,imag show woman itali clutch 18monthold child tight chest die coronavirus,115,19,0,0,0,1,1,1,1,4
994,994,0.0,carrefour offer r 300 voucher famili need covid19 crisi,88,15,0,0,0,1,1,1,1,4
2565,2565,0.0,mix suavitel vinegar clorox water help neutral coronavirus,77,10,0,0,0,1,1,1,1,4
2108,2108,0.0,video show person infect coronavirus detain polic,77,12,0,0,0,1,1,1,1,4
667,667,0.0,photo chines tapafrom bat,43,8,0,0,0,1,1,1,1,4
1069,1069,0.0,simpson predict coronavirus outbreak time rais standard predict fals,128,18,0,0,0,1,1,1,1,4
3619,3619,0.0,evo moral exmandatari bolivia covid19,52,7,0,0,0,1,1,1,1,4
3043,3043,0.0,italian doctor support antivaccin movement claim vaccin wont help fight novel coronavirus virus mutat quick post claim realiti 3 peopl itali die coronavirus,242,38,0,0,0,1,1,1,1,4
2534,2534,0.0,helicopt go spread chemic coronavirus,67,9,0,0,0,1,1,1,1,4
1697,1697,0.0,quarantin end ukrain,58,11,0,1,1,0,0,0,0,0
3805,3805,0.0,articl share thousand time facebook twitter claim rwandan presid paul kagam censur world health organ reject herbal tonic tout madagascan govern cure covid19,229,35,1,1,0,1,1,1,1,4
623,623,0.0,minist financ prais latvia covid19 state support privat busi say unemploy rate risen neighbor countri,187,28,0,0,0,1,1,1,1,4
3506,3506,0.0,cameroonian bishop mgr samuel kleda reveal recip drink cure covid19,91,15,0,0,0,1,1,1,1,4
948,948,0.0,portugues author decid citizen goe work offici author leav home,117,18,1,1,0,1,1,1,1,4
1027,1027,0.0,order save pakistani peopl coronavirus prime minist imran khan start prayer shiva templ ciyal kota pakisthan close 72 year,180,30,0,0,0,1,1,1,1,4
1826,1826,0.0,video canadian pm justin trudeaus wife suffer covid19,75,12,0,0,0,1,1,1,1,4
443,443,0.0,video show chines polic crackdown suspect covid19 patient,71,10,0,0,0,1,1,1,1,4
789,789,0.0,plandem slicklyedit 26minut interview discredit research wide share social media,124,18,0,0,0,1,1,1,1,4
987,987,0.0,300 peopl jaipur contract covid19 come contact indian monk smoke chillum,114,19,0,0,0,1,1,1,1,4
1967,1967,0.0,ugandan presid kaguta museveni prime minist ruhakana rugunda test posit covid19,105,14,0,0,0,1,1,1,1,4
419,419,0.0,research develop drug cure covid19 3 day,63,11,1,1,0,1,1,1,1,4
3675,3675,0.0,video show polic seiz money divert respir home health secretari brazilian citi belém,127,21,0,0,0,1,1,1,1,4
241,241,0.0,netflix offer free access quarantin,57,9,0,0,0,1,1,1,1,4
1539,1539,0.0,professor dr tasuku honjo caus sensat today media say coronavirus natur,112,19,1,1,0,1,1,1,1,4
1099,1099,0.0,coronavirus actual chemtrail lung,41,5,0,0,0,1,1,1,1,4
3368,3368,0.0,luciano hang roberto justus brazilian businessmen provert isol tactic eduardo costa singer bolsonaro support donat 4 million brazilian reai 90 respir sus nation health care system,224,29,0,0,0,1,1,1,1,4
1670,1670,0.0,philippin presidenti spokesperson salvador panelo blame poor save middl coronavirus crisi,144,22,0,0,0,1,1,1,1,4
4116,4116,0.0,mélang unrel video china share mislead context recent corona virus outbreak,103,15,0,0,0,1,1,1,1,4
865,865,0.0,4 peopl die hyderabad india 2019 coronavirus,64,11,0,0,0,1,1,1,1,4
706,706,0.0,philippin bagong alyansang makabayan bayan secretari general renato rey spot panic buy sr branch,129,19,1,1,0,1,1,1,1,4
2322,2322,0.0,photo hospit room caption say isol room covid19 patient hcpm hospit rio say covid19 case hospit,222,42,0,0,0,1,1,1,1,4
351,351,0.0,backdrop lockdown video wild anim take road surfac internet set pictur herd deer round social media claim pictur lake club chandigarh,254,46,1,1,0,1,1,1,1,4
1034,1034,0.0,claim japanes nobel prizewin scientist said coronavirus unnatur manmad,96,13,0,0,0,1,1,1,1,4
1183,1183,0.0,covid19 vaccin activ spread 5g,67,12,0,0,0,1,1,1,1,4
2255,2255,0.0,mayor buffalo told peopl evacu coronavirus outbreak,78,13,0,0,0,1,1,1,1,4
1623,1623,0.0,video tri coronavirus fake danger,59,10,0,0,0,1,1,1,1,4
3388,3388,0.0,maduro decre month quarantin,43,6,0,0,0,1,1,1,1,4
1375,1375,0.0,arab mediev historian abu alhassan almasoudi predict present crisi,79,10,1,1,0,1,1,1,1,4
1439,1439,0.0,acknowledg selfisol ineffect measur fight covid19,93,13,0,0,0,1,1,1,1,4
3452,3452,0.0,america admit sin declar repent spread covid19,80,12,0,1,1,0,0,0,0,0
732,732,0.0,shes casual carri bodi 1 hand sure evid coronavirus complet hoax prop street theater,140,23,0,0,0,1,1,1,1,4
2337,2337,0.0,internet portal oiga noticia accus headlin mayor bogotá claudia lópez make fun small mediums compani,143,23,0,0,0,1,1,1,1,4
1661,1661,0.0,prolong use face mask reduc circul oxygen blood lead death,98,18,0,0,0,1,1,1,1,4
313,313,0.0,video fire share claim fire erupt solapur airport maharashtra state firecrack 4520 9pm,140,26,0,0,0,1,1,1,1,4
3742,3742,0.0,photo show note scatter street share hundr time facebook youtub alongsid claim taken itali novel coronavirus pandem post claim italian thrown money home symbol gestur highlight money futil pandem,327,55,0,0,0,1,1,1,1,4
99,99,0.0,pune doctor megha vya die covid19,41,7,0,0,0,1,1,1,1,4
2186,2186,0.0,5g mobil network link coronavirus outbreak,59,9,0,0,0,1,1,1,1,4
3215,3215,0.0,egyptian health minist arriv itali secret coronavirus cure,71,10,1,1,0,1,1,1,1,4
2514,2514,0.0,wear mask coronavirus decreas oxygen intak increas toxin inhal shut immun system increas virus risk scientif inaccur effect studi,191,23,0,0,0,1,1,1,1,4
3700,3700,0.0,sign outsid bill melinda gate foundat say center global human popul reduct,102,15,0,0,0,1,1,1,1,4
1532,1532,0.0,germani govern sent china 149 billion charg damag caus pandem,93,15,0,0,0,1,1,1,1,4
1214,1214,0.0,luc montagni nobel prize winner claim sarscov2 laboratori creat hiv vaccin,114,19,0,0,0,1,1,1,1,4
2077,2077,0.0,tweet alleg publish brazilian judg marcelo breta state hydroxychloroquin make spend expens hospit equip unecessari annoy politician,202,27,0,0,0,1,1,1,1,4
776,776,0.0,video muslim train sneez purpos spread coronavirus,77,11,0,0,0,1,1,1,1,4
1909,1909,0.0,presid donald trump announc tomorrow go quarantin 14 day,109,18,0,0,0,1,1,1,1,4
4163,4163,0.0,senat antonio trillan iv alleg post tweet say presid rodrigo dutert blame calam countri face includ novel coronavirus pandem,197,29,0,0,0,1,1,1,1,4
1154,1154,0.0,turkish doctor alleg found coronavirus vaccin,52,6,0,1,0,1,1,1,1,4
78,78,0.0,japan okinawa prefectur governor tamaki denni seen kachashi danc mayor nanjo citi report governor mayor danc peopl terrifi new coronavirus infect,233,37,0,0,0,1,1,1,1,4
3096,3096,0.0,claim washington post reveal coronavirus leak virolog institut wuhan,106,16,0,0,0,1,1,1,1,4
645,645,0.0,photo claim 1200 peopl buri itali,53,9,0,0,0,1,1,1,1,4
2461,2461,0.0,doctor warn 57 posit case hidden ecuador,75,13,0,0,0,1,1,1,1,4
4084,4084,0.0,chines peopl flee china vietnam coronavirus,68,10,0,0,0,1,1,1,1,4
3860,3860,0.0,video man mistreat polic offic caption say beaten disrespect lockdown measur são paulo,141,24,0,0,0,1,1,1,1,4
2343,2343,0.0,congoles research jérôme munyangi base discoveri covidorgan,88,13,0,0,0,1,1,1,1,4
2085,2085,0.0,depart health doh report fake cigarett spread coronavirus reach philippin,109,15,0,0,0,1,1,1,1,4
3616,3616,0.0,video dozen peopl pray outdoor show italian pray novel coronavirus pandem,107,16,0,0,0,1,1,1,1,4
3389,3389,0.0,china build hospit coronavirus patient 48 hour,62,10,0,0,0,1,1,1,1,4
2913,2913,0.0,nanshan zhong said vegetarian get covid19,61,9,0,0,0,1,1,1,1,4
602,602,0.0,cdc say coronavirus surviv surfac 17 day,81,16,0,0,0,1,1,1,1,4
43,43,0.0,tabletop exercis model current outbreak predict 65 million peopl die coronavirus,120,19,0,0,0,1,1,1,1,4
1797,1797,0.0,china seek court approv kill 20000 coronavirus patient,66,9,0,0,0,1,1,1,1,4
4028,4028,0.0,case news coronavirus maturín citi,57,10,0,0,0,1,1,1,1,4
1134,1134,0.0,imag show food suppli place open ground covid19 lockdown affect area indonesia,107,17,0,0,0,1,1,1,1,4
309,309,0.0,photo show medic team 1000 sent japan wuhan,62,13,0,0,0,1,1,1,1,4
969,969,0.0,facebook user share video show flock bird road chandigarh,84,17,1,1,0,1,1,1,1,4
817,817,0.0,post claim 3000 peopl gather church lutsk ukrain quarantin mask,121,20,0,0,0,1,1,1,1,4
2812,2812,0.0,new interview fox presid trump suggest india earli access covid19 vaccin develop pm modi accept request hcq,162,27,1,1,0,1,1,1,1,4
962,962,0.0,new vaccin cure covid19 patient 3 hour readi,71,14,0,0,0,1,1,1,1,4
1876,1876,0.0,imag argentinian presid alberto fernández offici pandem mask respect social distanc,147,20,0,0,0,1,1,1,1,4
2347,2347,0.0,pub ireland remain shut 1st septemb earliest accord letter chief medic offic,130,23,0,0,0,1,1,1,1,4
3733,3733,0.0,serbian pm state citizen south korea pay test coronavirus,94,17,0,0,0,1,1,1,1,4
1130,1130,0.0,whatsapp video claim ladi shown wife canada pm justin trudeau viral video ladi seen describ improv condit medic warn chanc,218,39,1,1,0,1,1,1,1,4
1126,1126,0.0,pope franci infect coronavirus,43,6,0,0,0,1,1,1,1,4
2902,2902,0.0,video eiffel tower show tribut victim covid19,71,13,0,0,0,1,1,1,1,4
2050,2050,0.0,elder peopl caught wander outsid brazil pension cancel govern,111,17,0,0,0,1,1,1,1,4
2717,2717,0.0,covid19 caus 5g antenna,36,6,0,0,0,1,1,1,1,4
3076,3076,0.0,new vaccin cure coronavirus develop scientist,73,12,0,0,0,1,1,1,1,4
2379,2379,0.0,claim drink boil garlic water cure novel coronavirus,66,9,0,0,0,1,1,1,1,4
2951,2951,0.0,bill gate wrote letter say covid19 teach human lesson,71,12,0,0,0,1,1,1,1,4
2607,2607,0.0,imag show peopl seen go pretend protect mask peopl need care theyr thiev healthcar personnel,159,25,0,0,0,1,1,1,1,4
3050,3050,0.0,viral audio govern spain daniel múgica son enriqu múgica minist spain govern felip gonzález,161,27,0,0,0,1,1,1,1,4
1573,1573,0.0,owe india light diya april 5 satellit captur india illumin world dark,117,20,0,0,0,1,1,1,1,4
324,324,0.0,video show zimbabwean polic beat peopl gather church servic defianc ban public gather covid19 pandem,160,26,0,0,0,1,1,1,1,4
1180,1180,0.0,video claim hotel collaps chines citi quanzhou coronavirus quarantin facil,124,21,0,0,0,1,1,1,1,4
1708,1708,0.0,pandem macedonian citizen bread,61,9,0,0,0,1,1,1,1,4
4180,4180,0.0,5g acceler spread new coronavirus,54,9,0,0,0,1,1,1,1,4
3280,3280,0.0,record convers claim friend india director brother saurabh gave inform india complet lockdown mode 41520april 61520,210,35,0,0,0,1,1,1,1,4
1487,1487,0.0,brazilian mainstream media presid lula said fortun natur creat monster call coronavirus,147,20,0,0,0,1,1,1,1,4
1070,1070,0.0,inhal hot water steam kill coronavirus,47,7,0,0,0,1,1,1,1,4
3231,3231,0.0,video show arrest man covid19 harvard professor author found manufactur sold novel coronavirus china,151,24,0,0,0,1,1,1,1,4
1794,1794,0.0,vaccin covid19 found,39,7,0,1,0,1,1,1,1,4
245,245,0.0,lockdown polici respons high death rate spain belgium itali franc,96,15,0,0,0,1,1,1,1,4
496,496,0.0,bill gate want implement microchip depopul planet su india kill peopl vaccin,125,21,0,0,0,1,1,1,1,4
1093,1093,0.0,link 160000 peso help colombian govern,62,10,0,0,0,1,1,1,1,4
550,550,0.0,claim globonew brazilian news channel report crimin die covid19 exchang gunfir polic screenshot show caption prove,181,28,0,0,0,1,1,1,1,4
1872,1872,0.0,covid19 caus 5g,26,5,0,0,0,1,1,1,1,4
2940,2940,0.0,protest salamanca district madrid peopl sang bella ciao,82,13,0,0,0,1,1,1,1,4
2100,2100,0.0,chines intellig offic reveal coronavirus bioweapon,65,8,0,0,0,1,1,1,1,4
1443,1443,0.0,viral video show man having great difficulti breath medic team keep safe distanc man video share patient suffer covid19,180,30,0,0,0,1,1,1,1,4
